Time,Driver,DriverNumber,LapTime,LapNumber,TotalSeconds,TyreLife,Position,SpeedI1,SpeedI2,SpeedFL,SpeedST,Sector1TimeTotal,Sector2TimeTotal,Sector3TimeTotal
0 days 01:04:22.870000,VER,1,0 days 00:01:48.811000,1.0,108.811,4.0,1.0,226.0,273.0,237.0,236.0,,30.57,43.417
0 days 01:06:48.473000,VER,1,0 days 00:02:25.603000,2.0,145.603,5.0,1.0,170.0,147.0,200.0,145.0,56.965,45.684,42.954
0 days 01:09:14.436000,VER,1,0 days 00:02:25.963000,3.0,145.963,6.0,1.0,181.0,211.0,174.0,162.0,56.379,46.05,43.534
0 days 01:11:47.578000,VER,1,,4.0,,7.0,1.0,179.0,132.0,274.0,225.0,50.072,46.453,56.634
0 days 01:13:17.851000,VER,1,0 days 00:01:30.273000,5.0,90.273,8.0,1.0,231.0,274.0,274.0,291.0,33.31,30.26,26.703
0 days 01:14:47.260000,VER,1,0 days 00:01:29.409000,6.0,89.409,9.0,1.0,226.0,275.0,275.0,298.0,33.139,29.969,26.301
0 days 01:16:16.343000,VER,1,0 days 00:01:29.083000,7.0,89.083,10.0,1.0,231.0,275.0,275.0,299.0,32.85,29.847,26.386
0 days 01:17:45.705000,VER,1,0 days 00:01:29.362000,8.0,89.362,11.0,1.0,229.0,275.0,275.0,301.0,33.037,29.899,26.426
0 days 01:19:15.031000,VER,1,0 days 00:01:29.326000,9.0,89.326,12.0,1.0,230.0,276.0,275.0,,33.034,29.86,26.432
0 days 01:20:44.488000,VER,1,0 days 00:01:29.457000,10.0,89.457,13.0,1.0,229.0,276.0,274.0,300.0,33.02,29.859,26.578
0 days 01:22:13.845000,VER,1,0 days 00:01:29.357000,11.0,89.357,14.0,1.0,228.0,276.0,275.0,302.0,33.039,29.873,26.445
0 days 01:23:43.047000,VER,1,0 days 00:01:29.202000,12.0,89.202,15.0,1.0,,276.0,275.0,299.0,32.949,29.837,26.416
0 days 01:25:12.062000,VER,1,0 days 00:01:29.015000,13.0,89.015,16.0,1.0,230.0,277.0,274.0,300.0,32.728,29.829,26.458
0 days 01:26:41.185000,VER,1,0 days 00:01:29.123000,14.0,89.123,17.0,1.0,226.0,275.0,275.0,301.0,32.952,29.835,26.336
0 days 01:28:09.897000,VER,1,0 days 00:01:28.712000,15.0,88.712,18.0,1.0,231.0,277.0,275.0,300.0,32.868,29.69,26.154
0 days 01:29:37.772000,VER,1,0 days 00:01:27.875000,16.0,87.875,19.0,1.0,229.0,277.0,275.0,,32.519,29.524,25.832
0 days 01:31:09.977000,VER,1,0 days 00:01:32.205000,17.0,92.205,20.0,1.0,231.0,276.0,,298.0,32.615,29.751,29.839
0 days 01:33:01.751000,VER,1,0 days 00:01:51.774000,18.0,111.774,4.0,1.0,226.0,274.0,275.0,173.0,54.973,30.317,26.484
0 days 01:34:30.827000,VER,1,0 days 00:01:29.076000,19.0,89.076,5.0,1.0,227.0,272.0,276.0,295.0,32.859,29.801,26.416
0 days 01:35:59.281000,VER,1,0 days 00:01:28.454000,20.0,88.454,6.0,1.0,229.0,274.0,275.0,298.0,32.658,29.618,26.178
0 days 01:37:27.387000,VER,1,0 days 00:01:28.106000,21.0,88.106,7.0,1.0,233.0,277.0,276.0,299.0,32.545,29.436,26.125
0 days 01:38:55.411000,VER,1,0 days 00:01:28.024000,22.0,88.024,8.0,1.0,230.0,280.0,276.0,302.0,32.535,29.487,26.002
0 days 01:40:23.302000,VER,1,0 days 00:01:27.891000,23.0,87.891,9.0,1.0,233.0,280.0,276.0,,32.39,29.468,26.033
0 days 01:41:51.116000,VER,1,0 days 00:01:27.814000,24.0,87.814,10.0,1.0,232.0,277.0,276.0,303.0,32.439,29.413,25.962
0 days 01:43:18.891000,VER,1,0 days 00:01:27.775000,25.0,87.775,11.0,1.0,234.0,278.0,276.0,302.0,32.404,29.441,25.93
0 days 01:44:46.659000,VER,1,0 days 00:01:27.768000,26.0,87.768,12.0,1.0,231.0,280.0,277.0,303.0,32.34,29.44,25.988
0 days 01:46:14.465000,VER,1,0 days 00:01:27.806000,27.0,87.806,13.0,1.0,232.0,280.0,277.0,,32.408,29.452,25.946
0 days 01:47:42.207000,VER,1,0 days 00:01:27.742000,28.0,87.742,14.0,1.0,233.0,280.0,276.0,,32.298,29.415,26.029
0 days 01:49:09.795000,VER,1,0 days 00:01:27.588000,29.0,87.588,15.0,1.0,232.0,280.0,277.0,304.0,32.262,29.454,25.872
0 days 01:50:37.310000,VER,1,0 days 00:01:27.515000,30.0,87.515,16.0,1.0,230.0,277.0,277.0,305.0,32.27,29.422,25.823
0 days 01:52:04.276000,VER,1,0 days 00:01:26.966000,31.0,86.966,17.0,1.0,233.0,278.0,278.0,304.0,31.988,29.418,25.56
0 days 01:53:30.941000,VER,1,0 days 00:01:26.665000,32.0,86.665,18.0,1.0,235.0,278.0,277.0,,31.867,29.31,25.488
0 days 01:54:57.563000,VER,1,0 days 00:01:26.622000,33.0,86.622,19.0,1.0,,277.0,278.0,302.0,31.93,29.312,25.38
0 days 01:56:28.559000,VER,1,0 days 00:01:30.996000,34.0,90.996,20.0,1.0,,278.0,,301.0,32.014,29.384,29.598
0 days 01:58:18.361000,VER,1,0 days 00:01:49.802000,35.0,109.802,1.0,1.0,233.0,275.0,277.0,174.0,54.37,29.573,25.859
0 days 01:59:44.616000,VER,1,0 days 00:01:26.255000,36.0,86.255,2.0,1.0,238.0,276.0,278.0,298.0,31.836,28.984,25.435
0 days 02:01:10.697000,VER,1,0 days 00:01:26.081000,37.0,86.081,3.0,1.0,236.0,276.0,278.0,299.0,31.873,28.959,25.249
0 days 02:02:36.532000,VER,1,0 days 00:01:25.835000,38.0,85.835,4.0,1.0,239.0,276.0,278.0,300.0,31.562,28.875,25.398
0 days 02:04:02.347000,VER,1,0 days 00:01:25.815000,39.0,85.815,5.0,1.0,238.0,276.0,278.0,302.0,31.557,28.983,25.275
0 days 02:05:28.040000,VER,1,0 days 00:01:25.693000,40.0,85.693,6.0,1.0,,278.0,279.0,301.0,31.534,28.911,25.248
0 days 02:06:53.901000,VER,1,0 days 00:01:25.861000,41.0,85.861,7.0,1.0,,278.0,280.0,300.0,31.542,29.012,25.307
0 days 02:08:19.728000,VER,1,0 days 00:01:25.827000,42.0,85.827,8.0,1.0,236.0,277.0,281.0,304.0,31.653,28.967,25.207
0 days 02:09:45.608000,VER,1,0 days 00:01:25.880000,43.0,85.88,9.0,1.0,237.0,276.0,280.0,305.0,31.679,29.108,25.093
0 days 02:11:11.083000,VER,1,0 days 00:01:25.475000,44.0,85.475,10.0,1.0,236.0,277.0,280.0,298.0,31.56,28.895,25.02
0 days 02:12:36.704000,VER,1,0 days 00:01:25.621000,45.0,85.621,11.0,1.0,238.0,278.0,282.0,301.0,31.598,28.991,25.032
0 days 02:14:02.693000,VER,1,0 days 00:01:25.989000,46.0,85.989,12.0,1.0,236.0,277.0,280.0,307.0,31.67,29.229,25.09
0 days 02:15:28.662000,VER,1,0 days 00:01:25.969000,47.0,85.969,13.0,1.0,237.0,278.0,281.0,,31.582,29.136,25.251
0 days 02:16:54.878000,VER,1,0 days 00:01:26.216000,48.0,86.216,14.0,1.0,235.0,278.0,281.0,309.0,31.675,29.248,25.293
0 days 02:18:20.855000,VER,1,0 days 00:01:25.977000,49.0,85.977,15.0,1.0,,278.0,281.0,305.0,31.637,29.09,25.25
0 days 02:19:46.870000,VER,1,0 days 00:01:26.015000,50.0,86.015,16.0,1.0,238.0,283.0,282.0,,31.705,29.125,25.185
0 days 02:21:17.589000,VER,1,0 days 00:01:30.719000,51.0,90.719,17.0,1.0,233.0,284.0,,310.0,31.976,29.393,29.35
0 days 02:23:07.537000,VER,1,0 days 00:01:49.948000,52.0,109.948,1.0,1.0,239.0,281.0,279.0,173.0,55.733,29.002,25.213
0 days 02:24:32.828000,VER,1,0 days 00:01:25.291000,53.0,85.291,2.0,1.0,240.0,279.0,280.0,305.0,31.418,28.708,25.165
0 days 02:25:57.865000,VER,1,0 days 00:01:25.037000,54.0,85.037,3.0,1.0,242.0,281.0,280.0,304.0,31.31,28.662,25.065
0 days 02:27:23.088000,VER,1,0 days 00:01:25.223000,55.0,85.223,4.0,1.0,,281.0,288.0,308.0,31.517,28.772,24.934
0 days 02:28:47.407000,VER,1,0 days 00:01:24.319000,56.0,84.319,5.0,1.0,243.0,282.0,281.0,327.0,30.765,28.669,24.885
0 days 02:30:13.210000,VER,1,0 days 00:01:25.803000,57.0,85.803,6.0,1.0,237.0,281.0,279.0,307.0,31.701,28.96,25.142
0 days 01:04:25.718000,PIA,81,0 days 00:01:51.659000,1.0,111.659,7.0,2.0,227.0,273.0,238.0,255.0,,30.716,44.641
0 days 01:06:49.347000,PIA,81,0 days 00:02:23.629000,2.0,143.629,8.0,2.0,169.0,151.0,197.0,170.0,55.85,44.563,43.216
0 days 01:09:15.243000,PIA,81,0 days 00:02:25.896000,3.0,145.896,9.0,2.0,172.0,169.0,199.0,127.0,57.185,45.311,43.4
0 days 01:11:48.643000,PIA,81,,4.0,,10.0,2.0,,150.0,277.0,241.0,50.304,46.316,56.786
0 days 01:13:19.114000,PIA,81,0 days 00:01:30.471000,5.0,90.471,11.0,2.0,230.0,276.0,275.0,303.0,33.509,30.309,26.653
0 days 01:14:48.442000,PIA,81,0 days 00:01:29.328000,6.0,89.328,12.0,2.0,,276.0,276.0,,32.997,29.909,26.422
0 days 01:16:17.998000,PIA,81,0 days 00:01:29.556000,7.0,89.556,13.0,2.0,233.0,276.0,275.0,306.0,32.795,30.061,26.7
0 days 01:17:47.845000,PIA,81,0 days 00:01:29.847000,8.0,89.847,14.0,2.0,231.0,274.0,275.0,,32.79,30.461,26.596
0 days 01:19:17.395000,PIA,81,0 days 00:01:29.550000,9.0,89.55,15.0,2.0,,275.0,275.0,296.0,32.92,30.171,26.459
0 days 01:20:46.917000,PIA,81,0 days 00:01:29.522000,10.0,89.522,16.0,2.0,,276.0,275.0,305.0,32.854,30.182,26.486
0 days 01:22:16.800000,PIA,81,0 days 00:01:29.883000,11.0,89.883,17.0,2.0,,276.0,275.0,306.0,33.01,30.259,26.614
0 days 01:23:49.832000,PIA,81,0 days 00:01:33.032000,12.0,93.032,18.0,2.0,233.0,276.0,,305.0,32.673,29.983,30.376
0 days 01:25:44.259000,PIA,81,0 days 00:01:54.427000,13.0,114.427,8.0,13.0,232.0,280.0,290.0,172.0,56.826,30.792,26.809
0 days 01:27:14.531000,PIA,81,0 days 00:01:30.272000,14.0,90.272,9.0,9.0,223.0,277.0,287.0,326.0,32.986,30.532,26.754
0 days 01:28:43.208000,PIA,81,0 days 00:01:28.677000,15.0,88.677,10.0,7.0,231.0,274.0,277.0,321.0,32.31,30.071,26.296
0 days 01:30:12.308000,PIA,81,0 days 00:01:29.100000,16.0,89.1,11.0,7.0,233.0,279.0,286.0,307.0,32.692,30.103,26.305
0 days 01:31:41.316000,PIA,81,0 days 00:01:29.008000,17.0,89.008,12.0,6.0,228.0,276.0,285.0,333.0,32.642,30.034,26.332
0 days 01:33:09.938000,PIA,81,0 days 00:01:28.622000,18.0,88.622,13.0,3.0,231.0,275.0,275.0,327.0,32.415,29.941,26.266
0 days 01:34:38.526000,PIA,81,0 days 00:01:28.588000,19.0,88.588,14.0,2.0,234.0,275.0,276.0,299.0,32.537,29.843,26.208
0 days 01:36:06.732000,PIA,81,0 days 00:01:28.206000,20.0,88.206,15.0,2.0,235.0,275.0,276.0,303.0,32.39,29.813,26.003
0 days 01:37:34.940000,PIA,81,0 days 00:01:28.208000,21.0,88.208,16.0,2.0,,277.0,273.0,304.0,32.348,29.754,26.106
0 days 01:39:03.230000,PIA,81,0 days 00:01:28.290000,22.0,88.29,17.0,2.0,,278.0,276.0,303.0,32.573,29.787,25.93
0 days 01:40:31.414000,PIA,81,0 days 00:01:28.184000,23.0,88.184,18.0,2.0,236.0,277.0,276.0,304.0,32.394,29.755,26.035
0 days 01:41:59.340000,PIA,81,0 days 00:01:27.926000,24.0,87.926,19.0,2.0,233.0,277.0,275.0,305.0,32.291,29.681,25.954
0 days 01:43:31.379000,PIA,81,0 days 00:01:32.039000,25.0,92.039,20.0,2.0,235.0,276.0,,304.0,32.316,29.743,29.98
0 days 01:45:22.684000,PIA,81,0 days 00:01:51.305000,26.0,111.305,1.0,8.0,232.0,278.0,278.0,175.0,54.992,30.208,26.105
0 days 01:46:50.043000,PIA,81,0 days 00:01:27.359000,27.0,87.359,2.0,6.0,236.0,279.0,287.0,308.0,32.295,29.446,25.618
0 days 01:48:18.178000,PIA,81,0 days 00:01:28.135000,28.0,88.135,3.0,5.0,,277.0,288.0,328.0,32.013,30.443,25.679
0 days 01:49:45.222000,PIA,81,0 days 00:01:27.044000,29.0,87.044,4.0,4.0,,277.0,277.0,331.0,31.844,29.463,25.737
0 days 01:51:12.265000,PIA,81,0 days 00:01:27.043000,30.0,87.043,5.0,4.0,,279.0,278.0,306.0,32.016,29.48,25.547
0 days 01:52:39.058000,PIA,81,0 days 00:01:26.793000,31.0,86.793,6.0,3.0,238.0,277.0,277.0,,31.974,29.304,25.515
0 days 01:54:05.366000,PIA,81,0 days 00:01:26.308000,32.0,86.308,7.0,3.0,240.0,278.0,277.0,304.0,31.827,29.112,25.369
0 days 01:55:31.649000,PIA,81,0 days 00:01:26.283000,33.0,86.283,8.0,2.0,239.0,278.0,277.0,,31.802,29.127,25.354
0 days 01:56:57.894000,PIA,81,0 days 00:01:26.245000,34.0,86.245,9.0,2.0,240.0,278.0,277.0,,31.813,29.112,25.32
0 days 01:58:24.197000,PIA,81,0 days 00:01:26.303000,35.0,86.303,10.0,2.0,238.0,278.0,278.0,,31.69,29.279,25.334
0 days 01:59:50.746000,PIA,81,0 days 00:01:26.549000,36.0,86.549,11.0,2.0,239.0,277.0,277.0,306.0,31.742,29.354,25.453
0 days 02:01:17.207000,PIA,81,0 days 00:01:26.461000,37.0,86.461,12.0,2.0,,278.0,278.0,305.0,31.82,29.285,25.356
0 days 02:02:43.627000,PIA,81,0 days 00:01:26.420000,38.0,86.42,13.0,2.0,238.0,278.0,278.0,306.0,31.733,29.346,25.341
0 days 02:04:09.939000,PIA,81,0 days 00:01:26.312000,39.0,86.312,14.0,2.0,,277.0,279.0,,31.67,29.314,25.328
0 days 02:05:36.173000,PIA,81,0 days 00:01:26.234000,40.0,86.234,15.0,2.0,,279.0,279.0,307.0,31.675,29.287,25.272
0 days 02:07:03.132000,PIA,81,0 days 00:01:26.959000,41.0,86.959,16.0,2.0,235.0,279.0,280.0,306.0,31.98,29.465,25.514
0 days 02:08:30.008000,PIA,81,0 days 00:01:26.876000,42.0,86.876,17.0,2.0,239.0,277.0,279.0,309.0,31.739,29.745,25.392
0 days 02:10:00.337000,PIA,81,0 days 00:01:30.329000,43.0,90.329,18.0,3.0,235.0,279.0,,308.0,31.743,29.326,29.26
0 days 02:11:49.310000,PIA,81,0 days 00:01:48.973000,44.0,108.973,1.0,4.0,237.0,278.0,279.0,178.0,53.933,29.567,25.473
0 days 02:13:14.663000,PIA,81,0 days 00:01:25.353000,45.0,85.353,2.0,3.0,236.0,276.0,279.0,304.0,31.497,28.815,25.041
0 days 02:14:39.997000,PIA,81,0 days 00:01:25.334000,46.0,85.334,3.0,3.0,241.0,279.0,280.0,306.0,31.56,28.709,25.065
0 days 02:16:05.233000,PIA,81,0 days 00:01:25.236000,47.0,85.236,4.0,3.0,240.0,279.0,280.0,,31.369,28.843,25.024
0 days 02:17:30.154000,PIA,81,0 days 00:01:24.921000,48.0,84.921,5.0,3.0,241.0,280.0,280.0,307.0,31.204,28.739,24.978
0 days 02:18:55.252000,PIA,81,0 days 00:01:25.098000,49.0,85.098,6.0,3.0,243.0,279.0,282.0,308.0,31.249,28.856,24.993
0 days 02:20:20.592000,PIA,81,0 days 00:01:25.340000,50.0,85.34,7.0,3.0,241.0,280.0,281.0,311.0,31.641,28.736,24.963
0 days 02:21:45.918000,PIA,81,0 days 00:01:25.326000,51.0,85.326,8.0,2.0,,279.0,281.0,309.0,31.297,28.955,25.074
0 days 02:23:11.426000,PIA,81,0 days 00:01:25.508000,52.0,85.508,9.0,2.0,240.0,280.0,283.0,,31.432,29.056,25.02
0 days 02:24:36.664000,PIA,81,0 days 00:01:25.238000,53.0,85.238,10.0,2.0,241.0,281.0,280.0,311.0,31.303,28.89,25.045
0 days 02:26:01.881000,PIA,81,0 days 00:01:25.217000,54.0,85.217,11.0,2.0,240.0,280.0,280.0,309.0,31.292,28.952,24.973
0 days 02:27:27.248000,PIA,81,0 days 00:01:25.367000,55.0,85.367,12.0,2.0,243.0,279.0,282.0,308.0,31.406,28.988,24.973
0 days 02:28:52.783000,PIA,81,0 days 00:01:25.535000,56.0,85.535,13.0,2.0,237.0,279.0,282.0,310.0,31.366,29.037,25.132
0 days 02:30:18.054000,PIA,81,0 days 00:01:25.271000,57.0,85.271,14.0,2.0,241.0,281.0,281.0,311.0,31.56,28.812,24.899
0 days 01:04:32.356000,NOR,4,0 days 00:01:58.297000,1.0,118.297,8.0,6.0,222.0,276.0,200.0,263.0,,31.542,47.966
0 days 01:06:54.345000,NOR,4,0 days 00:02:21.989000,2.0,141.989,9.0,6.0,177.0,196.0,208.0,241.0,52.963,46.431,42.595
0 days 01:09:21.100000,NOR,4,0 days 00:02:26.755000,3.0,146.755,10.0,6.0,70.0,127.0,243.0,119.0,57.974,43.478,45.303
0 days 01:11:50.426000,NOR,4,0 days 00:02:29.326000,4.0,149.326,11.0,6.0,84.0,122.0,277.0,242.0,48.925,46.591,53.81
0 days 01:13:22.655000,NOR,4,0 days 00:01:32.229000,5.0,92.229,12.0,6.0,229.0,276.0,276.0,301.0,34.169,30.921,27.139
0 days 01:14:53.754000,NOR,4,0 days 00:01:31.099000,6.0,91.099,13.0,6.0,227.0,274.0,276.0,307.0,33.631,30.629,26.839
0 days 01:16:24.138000,NOR,4,0 days 00:01:30.384000,7.0,90.384,14.0,6.0,,274.0,276.0,306.0,33.169,30.417,26.798
0 days 01:17:54.400000,NOR,4,0 days 00:01:30.262000,8.0,90.262,15.0,6.0,225.0,274.0,276.0,307.0,33.143,30.512,26.607
0 days 01:19:24.440000,NOR,4,0 days 00:01:30.040000,9.0,90.04,16.0,6.0,228.0,275.0,282.0,308.0,33.079,30.359,26.602
0 days 01:20:54.550000,NOR,4,0 days 00:01:30.110000,10.0,90.11,17.0,5.0,,275.0,275.0,325.0,33.127,30.491,26.492
0 days 01:22:23.946000,NOR,4,0 days 00:01:29.396000,11.0,89.396,18.0,5.0,229.0,274.0,276.0,305.0,32.973,30.272,26.151
0 days 01:23:53.141000,NOR,4,0 days 00:01:29.195000,12.0,89.195,19.0,3.0,230.0,274.0,273.0,306.0,32.82,30.112,26.263
0 days 01:25:25.931000,NOR,4,0 days 00:01:32.790000,13.0,92.79,20.0,2.0,231.0,274.0,,303.0,32.665,29.82,30.305
0 days 01:27:18.709000,NOR,4,0 days 00:01:52.778000,14.0,112.778,7.0,13.0,227.0,276.0,277.0,173.0,55.691,30.382,26.705
0 days 01:28:47.880000,NOR,4,0 days 00:01:29.171000,15.0,89.171,8.0,12.0,230.0,277.0,288.0,301.0,32.618,30.022,26.531
0 days 01:30:17.727000,NOR,4,0 days 00:01:29.847000,16.0,89.847,9.0,11.0,227.0,279.0,289.0,332.0,32.921,30.281,26.645
0 days 01:31:46.644000,NOR,4,0 days 00:01:28.917000,17.0,88.917,10.0,10.0,,276.0,287.0,326.0,32.905,30.002,26.01
0 days 01:33:16.660000,NOR,4,0 days 00:01:30.016000,18.0,90.016,11.0,9.0,224.0,275.0,288.0,332.0,33.738,30.172,26.106
0 days 01:34:45.679000,NOR,4,0 days 00:01:29.019000,19.0,89.019,12.0,6.0,228.0,275.0,276.0,,32.494,30.228,26.297
0 days 01:36:14.868000,NOR,4,0 days 00:01:29.189000,20.0,89.189,13.0,6.0,223.0,277.0,287.0,308.0,32.871,30.174,26.144
0 days 01:37:44.037000,NOR,4,0 days 00:01:29.169000,21.0,89.169,14.0,4.0,228.0,276.0,282.0,330.0,32.766,30.221,26.182
0 days 01:39:11.778000,NOR,4,0 days 00:01:27.741000,22.0,87.741,15.0,4.0,230.0,276.0,276.0,322.0,32.207,29.717,25.817
0 days 01:40:39.812000,NOR,4,0 days 00:01:28.034000,23.0,88.034,16.0,4.0,231.0,277.0,277.0,306.0,32.307,29.769,25.958
0 days 01:42:07.662000,NOR,4,0 days 00:01:27.850000,24.0,87.85,17.0,4.0,229.0,276.0,277.0,307.0,32.37,29.766,25.714
0 days 01:43:35.497000,NOR,4,0 days 00:01:27.835000,25.0,87.835,18.0,4.0,232.0,277.0,277.0,,32.307,29.848,25.68
0 days 01:45:03.320000,NOR,4,0 days 00:01:27.823000,26.0,87.823,19.0,2.0,231.0,277.0,275.0,,32.349,29.711,25.763
0 days 01:46:34.503000,NOR,4,0 days 00:01:31.183000,27.0,91.183,20.0,2.0,232.0,276.0,,303.0,32.048,29.604,29.531
0 days 01:48:24.548000,NOR,4,0 days 00:01:50.045000,28.0,110.045,1.0,7.0,227.0,277.0,278.0,177.0,54.743,29.653,25.649
0 days 01:49:51.622000,NOR,4,0 days 00:01:27.074000,29.0,87.074,2.0,7.0,236.0,278.0,288.0,308.0,32.299,29.313,25.462
0 days 01:51:17.838000,NOR,4,0 days 00:01:26.216000,30.0,86.216,3.0,6.0,233.0,276.0,279.0,328.0,31.302,29.459,25.455
0 days 01:52:44.390000,NOR,4,0 days 00:01:26.552000,31.0,86.552,4.0,5.0,235.0,277.0,284.0,307.0,31.895,29.299,25.358
0 days 01:54:10.338000,NOR,4,0 days 00:01:25.948000,32.0,85.948,5.0,4.0,234.0,277.0,278.0,322.0,31.52,29.193,25.235
0 days 01:55:36.424000,NOR,4,0 days 00:01:26.086000,33.0,86.086,6.0,3.0,237.0,278.0,278.0,306.0,31.797,29.103,25.186
0 days 01:57:02.593000,NOR,4,0 days 00:01:26.169000,34.0,86.169,7.0,3.0,238.0,279.0,278.0,,31.711,29.135,25.323
0 days 01:58:28.700000,NOR,4,0 days 00:01:26.107000,35.0,86.107,8.0,3.0,237.0,279.0,278.0,,31.631,29.21,25.266
0 days 01:59:54.972000,NOR,4,0 days 00:01:26.272000,36.0,86.272,9.0,3.0,238.0,278.0,279.0,,31.859,29.26,25.153
0 days 02:01:21.210000,NOR,4,0 days 00:01:26.238000,37.0,86.238,10.0,3.0,236.0,278.0,279.0,,31.778,29.292,25.168
0 days 02:02:47.246000,NOR,4,0 days 00:01:26.036000,38.0,86.036,11.0,3.0,,280.0,280.0,307.0,31.652,29.218,25.166
0 days 02:04:13.448000,NOR,4,0 days 00:01:26.202000,39.0,86.202,12.0,3.0,,277.0,279.0,,31.737,29.318,25.147
0 days 02:05:39.470000,NOR,4,0 days 00:01:26.022000,40.0,86.022,13.0,3.0,234.0,279.0,280.0,308.0,31.717,29.329,24.976
0 days 02:07:06.191000,NOR,4,0 days 00:01:26.721000,41.0,86.721,14.0,3.0,231.0,279.0,279.0,,32.056,29.526,25.139
0 days 02:08:33.115000,NOR,4,0 days 00:01:26.924000,42.0,86.924,15.0,3.0,234.0,280.0,289.0,,31.98,29.484,25.46
0 days 02:09:58.800000,NOR,4,0 days 00:01:25.685000,43.0,85.685,16.0,2.0,236.0,280.0,279.0,326.0,31.281,29.326,25.078
0 days 02:11:28.774000,NOR,4,0 days 00:01:29.974000,44.0,89.974,17.0,2.0,235.0,279.0,,306.0,31.699,29.212,29.063
0 days 02:13:17.203000,NOR,4,0 days 00:01:48.429000,45.0,108.429,1.0,4.0,234.0,279.0,280.0,178.0,54.246,29.141,25.042
0 days 02:14:42.084000,NOR,4,0 days 00:01:24.881000,46.0,84.881,2.0,4.0,238.0,279.0,281.0,307.0,31.353,28.657,24.871
0 days 02:16:06.926000,NOR,4,0 days 00:01:24.842000,47.0,84.842,3.0,4.0,240.0,280.0,281.0,308.0,31.356,28.716,24.77
0 days 02:17:31.988000,NOR,4,0 days 00:01:25.062000,48.0,85.062,4.0,4.0,238.0,280.0,281.0,309.0,31.435,28.783,24.844
0 days 02:18:57.134000,NOR,4,0 days 00:01:25.146000,49.0,85.146,5.0,4.0,236.0,281.0,281.0,,31.457,28.905,24.784
0 days 02:20:22.518000,NOR,4,0 days 00:01:25.384000,50.0,85.384,6.0,4.0,239.0,281.0,282.0,,31.642,28.968,24.774
0 days 02:21:47.657000,NOR,4,0 days 00:01:25.139000,51.0,85.139,7.0,3.0,237.0,281.0,280.0,310.0,31.409,28.936,24.794
0 days 02:23:12.937000,NOR,4,0 days 00:01:25.280000,52.0,85.28,8.0,3.0,,282.0,282.0,,31.487,28.953,24.84
0 days 02:24:38.223000,NOR,4,0 days 00:01:25.286000,53.0,85.286,9.0,3.0,238.0,281.0,282.0,311.0,31.581,28.976,24.729
0 days 02:26:03.440000,NOR,4,0 days 00:01:25.217000,54.0,85.217,10.0,3.0,237.0,280.0,281.0,310.0,31.402,28.999,24.816
0 days 02:27:28.650000,NOR,4,0 days 00:01:25.210000,55.0,85.21,11.0,3.0,236.0,281.0,282.0,309.0,31.43,29.01,24.77
0 days 02:28:53.898000,NOR,4,0 days 00:01:25.248000,56.0,85.248,12.0,3.0,235.0,281.0,282.0,311.0,31.352,29.08,24.816
0 days 02:30:19.196000,NOR,4,0 days 00:01:25.298000,57.0,85.298,13.0,3.0,236.0,282.0,281.0,,31.477,29.033,24.788
0 days 01:04:50.953000,RUS,63,0 days 00:02:16.894000,1.0,136.894,8.0,18.0,214.0,90.0,,242.0,,41.199,52.72
0 days 01:07:15.770000,RUS,63,0 days 00:02:24.817000,2.0,144.817,8.0,18.0,225.0,267.0,250.0,161.0,71.648,32.664,40.505
0 days 01:09:32.933000,RUS,63,0 days 00:02:17.163000,3.0,137.163,9.0,18.0,183.0,222.0,262.0,201.0,52.523,48.251,36.389
0 days 01:11:53.509000,RUS,63,0 days 00:02:20.576000,4.0,140.576,10.0,14.0,173.0,71.0,280.0,225.0,45.594,47.91,47.072
0 days 01:13:27.167000,RUS,63,0 days 00:01:33.658000,5.0,93.658,11.0,14.0,226.0,275.0,276.0,312.0,35.203,31.302,27.153
0 days 01:14:59.066000,RUS,63,0 days 00:01:31.899000,6.0,91.899,12.0,13.0,225.0,279.0,279.0,298.0,34.059,30.784,27.056
0 days 01:16:30.481000,RUS,63,0 days 00:01:31.415000,7.0,91.415,13.0,13.0,226.0,276.0,284.0,307.0,33.93,30.698,26.787
0 days 01:18:00.533000,RUS,63,0 days 00:01:30.052000,8.0,90.052,14.0,12.0,238.0,283.0,286.0,321.0,32.996,30.503,26.553
0 days 01:19:30.638000,RUS,63,0 days 00:01:30.105000,9.0,90.105,15.0,10.0,228.0,274.0,283.0,328.0,32.887,30.39,26.828
0 days 01:21:00.728000,RUS,63,0 days 00:01:30.090000,10.0,90.09,16.0,10.0,231.0,281.0,284.0,323.0,33.023,30.535,26.532
0 days 01:22:31.282000,RUS,63,0 days 00:01:30.554000,11.0,90.554,17.0,9.0,225.0,277.0,283.0,317.0,33.382,30.554,26.618
0 days 01:24:00.874000,RUS,63,0 days 00:01:29.592000,12.0,89.592,18.0,6.0,235.0,279.0,282.0,314.0,33.177,30.149,26.266
0 days 01:25:29.616000,RUS,63,0 days 00:01:28.742000,13.0,88.742,19.0,3.0,228.0,275.0,272.0,325.0,32.686,29.774,26.282
0 days 01:27:01.863000,RUS,63,0 days 00:01:32.247000,14.0,92.247,20.0,2.0,231.0,277.0,,298.0,32.719,29.537,29.991
0 days 01:28:54.006000,RUS,63,0 days 00:01:52.143000,15.0,112.143,1.0,15.0,230.0,272.0,275.0,170.0,55.823,29.987,26.333
